District,Firm Name,City,State,Zip,Country/Area,Inspection End Date,Project Area,Center/Program Area,Inspection Classification
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,10/6/2014,Bioresearch Monitoring,CDER,VAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,10/6/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,10/10/2014,Blood and Blood Products,CBER,VAI
NWJ,Bristol-Myers Squibb Company,New Brunswick,NJ,08901-1588,United States,10/10/2014,Bioresearch Monitoring,CDER,VAI
NOL,"East Tennessee Clinical Research, Inc",Rockwood,TN,37854-5277,United States,10/21/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
NWJ,Bristol-Myers Squibb Company,Princeton,NJ,08540-4715,United States,10/30/2014,Bioresearch Monitoring,CDER,NAI
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,11/3/2014,Bioresearch Monitoring,CDER,VAI
SAN,HMS Veterinary Development Inc,Tulare,CA,93274-9730,United States,11/7/2014,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,U.S. Army Medical Research Institute of Infectious Diseases,Fort Detrick,MD,21702-5011,United States,1/21/2015,Bioresearch Monitoring,CDER,VAI
SEA,"Johnson Research, LLC",Parma,ID,83660,United States,1/28/2015,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
OII,Biotoxtech Co. Ltd.,Cheongju-Si,,,Korea (the Republic of),1/30/2015,Bioresearch Monitoring,CDER,VAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,3/11/2015,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,4/8/2015,Bioresearch Monitoring,CDER,VAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,4/8/2015,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,4/10/2015,Vaccines and Allergenic Products,CBER,NAI
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,4/16/2015,Bioresearch Monitoring,CDER,NAI
DEN,Colorado Histo-Prep,Fort Collins,CO,80526-5556,United States,5/15/2015,Bioresearch Monitoring,CDER,VAI
BLT,Charles River Laboratories Inc.,Frederick,MD,21701-3019,United States,5/28/2015,Bioresearch Monitoring,CDER,NAI
OII,Charles River Laboratories Montreal ULC,Senneville,,,Canada,6/12/2015,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DET,"Inotiv, Inc",Mount Vernon,IN,47620-9627,United States,6/22/2015,Bioresearch Monitoring,CDER,VAI
BLT,Bioreliance Corporation,Rockville,MD,20850-3304,United States,6/23/2015,Bioresearch Monitoring,CDER,NAI
NYK,"ICON Laboratory Services, Inc.",Whitesboro,NY,13492-3400,United States,6/26/2015,Bioresearch Monitoring,CDER,VAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,6/29/2015,Project Evaluation: Devices,CDRH,NAI
MIN,"Geneva Laboratories, Inc",Elkhorn,WI,53121-2027,United States,7/2/2015,Project Evaluation: Devices,CDRH,NAI
OII,Center of Toxicology and Preclinical Sciences,New Taipei City,,,Taiwan,7/17/2015,Bioresearch Monitoring,CDER,VAI
OII,Quest Pharmaceutical Services Co Ltd,Taipei,,,Taiwan,7/17/2015,Bioresearch Monitoring,CDER,NAI
OII,Covance Pharmaceutical R&D (Shanghai) Co,Shanghai,,,China,7/24/2015,Bioresearch Monitoring,CDER,VAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,7/29/2015,Bioresearch Monitoring,CDER,NAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,7/30/2015,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DET,Bristol-Myers Squibb Company,Mount Vernon,IN,47620,United States,7/31/2015,Bioresearch Monitoring,CDER,NAI
BLT,"PPD Development, L.P.",Richmond,VA,23230-3323,United States,8/21/2015,Bioresearch Monitoring,CDER,NAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,8/24/2015,Bioresearch Monitoring,CDER,NAI
KAN,Eurofins Pharma Bioanalytics Services US Inc,Saint Charles,MO,63304-5601,United States,8/27/2015,Bioresearch Monitoring,CDER,VAI
KAN,"Xenometrics, LLC",Stilwell,KS,66085-9464,United States,9/1/2015,Bioresearch Monitoring,CDER,VAI
BLT,"Experimental Pathology Laboratories, Inc.",Sterling,VA,20166-4302,United States,9/17/2015,Bioresearch Monitoring,CDER,NAI
SAN,"Surpass - Silicon Valley, LLC",Mountain View,CA,94043-2314,United States,9/18/2015,Project Evaluation: Devices,CDRH,VAI
BLT,"Alizee Pathology, LLC",Frederick,MD,21701-4763,United States,9/22/2015,Project Evaluation: Devices,CDRH,NAI
CIN,Charles River Laboratories Inc,Spencerville,OH,45887-1064,United States,9/25/2015,Bioresearch Monitoring,CDER,VAI
LOS,"Ardea Biosciences, Inc.",San Diego,CA,92121-3026,United States,9/25/2015,Bioresearch Monitoring,CDER,VAI
SAN,"Charles River Laboratories, Inc.",Reno,NV,89511-1227,United States,9/25/2015,Bioresearch Monitoring,CDER,VAI
NWJ,Tandem Labs A LabCorp Company,Ewing,NJ,08628-3200,United States,10/2/2015,Bioresearch Monitoring,CDER,VAI
CIN,"North American Science Associates, LLC",Northwood,OH,43619-1012,United States,10/6/2015,Food and Color Additives Petition Review,CFSAN,NAI
NWE,"Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield,CT,06877-1058,United States,10/6/2015,Bioresearch Monitoring,CDER,VAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,10/23/2015,Bioresearch Monitoring,CDER,NAI
ATL,Charles River Laboratories,Durham,NC,27703-9399,United States,11/3/2015,Bioresearch Monitoring,CDER,NAI
LOS,"California Property Holdings III, LLC",Camarillo,CA,93012-8530,United States,11/18/2015,Project Evaluation: Devices,CDRH,NAI
OII,Zydus Healthcare,Moraiya,,,India,12/18/2015,Bioresearch Monitoring,CDER,VAI
OII,Kingfisher International Inc,Stouffville,,,Canada,3/11/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
OII,Sandoz GmbH,Kundl,,,Austria,3/11/2016,Vaccines and Allergenic Products,CBER,VAI
PHI,GlaxoSmithKline LLC,King of Prussia,PA,19406-2711,United States,3/18/2016,Bioresearch Monitoring,CDER,VAI
BLT,"Ani Lytics, Inc.",Gaithersburg,MD,20877-3490,United States,3/30/2016,Bioresearch Monitoring,CDER,NAI
CIN,StageBio,Mason,OH,45040-9412,United States,4/1/2016,Bioresearch Monitoring,CDER,VAI
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,4/8/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,4/15/2016,Project Evaluation: Devices,CDRH,VAI
NOL,Southern Research Institute,Birmingham,AL,35205-2708,United States,4/15/2016,Bioresearch Monitoring,CDER,NAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,4/29/2016,Bioresearch Monitoring,CDER,VAI
CIN,"Charles River Laboratories Cleveland, Inc.",Cleveland,OH,44128-3156,United States,5/6/2016,Bioresearch Monitoring,CDER,VAI
OII,Indian Institute of Toxicology,Pune,,,India,5/27/2016,Bioresearch Monitoring,CDER,VAI
SAN,SRI International,Menlo Park,CA,94025-3453,United States,5/27/2016,Bioresearch Monitoring,CDER,VAI
SAN,"Comparative Biosciences, Inc",Sunnyvale,CA,94085-3844,United States,6/2/2016,Bioresearch Monitoring,CDER,VAI
OII,Adgyl Lifesciences Private Limited,Bengaluru,,,India,6/3/2016,Bioresearch Monitoring,CDER,VAI
NOL,"East Tennessee Clinical Research, Inc",Rockwood,TN,37854-5277,United States,6/8/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
ATL,Antech Diagnostics GLP,Morrisville,NC,27560-7213,United States,6/23/2016,Project Evaluation: Devices,CDRH,NAI
OII,Clinvet International,Balnsviel,,,South Africa,6/24/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
KAN,"Xenometrics, LLC",Stilwell,KS,66085-9464,United States,7/15/2016,Bioresearch Monitoring,CDER,VAI
KAN,Seventh Wave Laboratories LLC dba Inotiv,Maryland Heights,MO,63043-3805,United States,8/4/2016,Bioresearch Monitoring,CDER,NAI
OII,JOINN Laboratories (Suzhou),Taicang,,,China,8/12/2016,Bioresearch Monitoring,CDER,VAI
BLT,Southern Research Institute,Frederick,MD,21701-4756,United States,8/19/2016,Bioresearch Monitoring,CDER,NAI
DEN,"Southwest Bio-Labs, Inc.",Las Cruces,NM,88005-8131,United States,8/19/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
OII,Centre for Drug Safety Evaluation and Research,Shanghai,,,China,8/19/2016,Bioresearch Monitoring,CDER,VAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,8/26/2016,Bioresearch Monitoring,CDER,NAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,8/26/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
SEA,"Altasciences Preclinical Seattle, LLC",Everett,WA,98203-5898,United States,9/2/2016,Bioresearch Monitoring,CDER,VAI
ATL,Research Triangle Institute,Durham,NC,27709,United States,9/13/2016,Bioresearch Monitoring,CDER,NAI
PHI,"Calvert Laboratories, Inc.",Scott Township,PA,18447-9600,United States,9/16/2016,Bioresearch Monitoring,CDER,NAI
LOS,"Allergan Sales, LLC",Irvine,CA,92612-1531,United States,9/20/2016,Bioresearch Monitoring,CDER,NAI
NWJ,Product Safety Labs,Dayton,NJ,08810-1500,United States,9/21/2016,Food and Color Additives Petition Review,CFSAN,NAI
NWJ,Product Safety Labs,Dayton,NJ,08810-1500,United States,9/21/2016,Project Evaluation: Devices,CDRH,NAI
NWE,"Pharmaron Lab Services, LLC",Woburn,MA,01801,United States,9/22/2016,Bioresearch Monitoring,CDER,NAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,9/23/2016,Bioresearch Monitoring,CDER,VAI
DET,"Northern Biomedical Research, Inc.",Norton Shores,MI,49456-9634,United States,9/23/2016,Bioresearch Monitoring,CDER,VAI
LOS,"Intertek USA, Inc.",San Diego,CA,92121-5773,United States,9/28/2016,Bioresearch Monitoring,CDER,NAI
ATL,"Synchrony Labs, LLC",Durham,NC,27703-8226,United States,9/30/2016,Project Evaluation: Devices,CDRH,NAI
KAN,"BOEHRINGER INGELHEIM ANIMAL HEALTH USA, INC",Fulton,MO,65251-3318,United States,10/6/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
OII,National Microbiology Laboratory,Winnipeg,,,Canada,10/19/2016,Bioresearch Monitoring,CDER,VAI
LOS,Amphastar Laboratories Inc,Chino,CA,91710-7018,United States,10/21/2016,Bioresearch Monitoring,CDER,VAI
CHI,IIT Research Institute,Chicago,IL,60616-3717,United States,10/26/2016,Bioresearch Monitoring,CDER,VAI
NOL,"Cytocentrics, Inc.",New Orleans,LA,70112-2714,United States,10/26/2016,Bioresearch Monitoring,CDER,NAI
DEN,Lovelace Biomedical Research Institute,Albuquerque,NM,87185,United States,11/11/2016,Bioresearch Monitoring,CDER,VAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,11/30/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
OII,Sanitation & Environmental Technology Institute,Suzhou,,,China,12/2/2016,Project Evaluation: Devices,CDRH,NAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,12/9/2016,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
OII,Bioneeds India Private Limited,Bengaluru,,,India,2/3/2017,Bioresearch Monitoring,CDER,VAI
BLT,"HistoScientific Research Laboratories (HSRL), Inc.",Mount Jackson,VA,22842-9404,United States,2/7/2017,Bioresearch Monitoring,CDER,NAI
OII,Aurigene Discovery Technologies Limited,Bangalore,,,India,2/8/2017,Bioresearch Monitoring,CDER,NAI
NYK,Litron Laboratories,Rochester,NY,14623-2860,United States,3/16/2017,Bioresearch Monitoring,CDER,NAI
LOS,Vertex Pharmaceuticals Incorporated,San Diego,CA,92121-1103,United States,3/28/2017,Bioresearch Monitoring,CDER,NAI
CIN,Battelle Biomedical Research Center,West Jefferson,OH,43162,United States,4/21/2017,Bioresearch Monitoring,CDER,NAI
OII,"West China-Frontier Pharma Tech Co., Ltd.",Sichuan,,,China,4/21/2017,Bioresearch Monitoring,CDER,VAI
OII,National Beijing Center For Drug Safety Evaluation And Resea,Beijing,,,China,4/28/2017,Bioresearch Monitoring,CDER,VAI
BLT,StageBio,Frederick,MD,21701-4763,United States,5/11/2017,Bioresearch Monitoring,CDER,NAI
MIN,Medtronic Physiological Research Lab,Minneapolis,MN,55448-3105,United States,6/30/2017,Project Evaluation: Devices,CDRH,NAI
NYK,Regeneron Pharmaceuticals Inc,Tarrytown,NY,10591-6717,United States,6/30/2017,Bioresearch Monitoring,CDER,NAI
DEN,Bronco Research Services dba inotiv Fort Collins,Fort Collins,CO,80524-2739,United States,7/10/2017,Project Evaluation: Devices,CDRH,NAI
DEN,Pyxant Labs,Salt Lake City,UT,84124-1214,United States,7/20/2017,Bioresearch Monitoring,CDER,VAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,7/21/2017,Bioresearch Monitoring,CDER,VAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,7/27/2017,Bioresearch Monitoring,CDER,NAI
NWE,"CBSET, Inc.",Lexington,MA,02421-2301,United States,7/28/2017,Project Evaluation: Devices,CDRH,NAI
KAN,Analytical Biochemistry Laboratories Inc. dba ABC Labs. Inc.,Columbia,MO,65202-8807,United States,8/3/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,8/4/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
BLT,"CVPath Institute, Inc.",Gaithersburg,MD,20878-1703,United States,8/8/2017,Project Evaluation: Devices,CDRH,NAI
LOS,"Oeyama-Moto-Medical Group Foundation, LLC",West Covina,CA,91791-2344,United States,8/11/2017,Bioresearch Monitoring,CDER,OAI
NWE,Charles River Laboratories,Worcester,MA,01605-4307,United States,8/11/2017,Bioresearch Monitoring,CDER,NAI
PHI,"QPS, LLC",Newark,DE,19711-5456,United States,8/25/2017,Bioresearch Monitoring,CDER,NAI
NWJ,Novartis Pharmaceuticals Corporation,East Hanover,NJ,07936-1016,United States,9/7/2017,Bioresearch Monitoring,CDER,NAI
NWJ,"Xenobiotic Laboratories, Inc.",Plainsboro,NJ,08536-3339,United States,9/15/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
OII,Shanghai Medicilon Inc.,Shanghai,,,China,9/15/2017,Bioresearch Monitoring,CDER,VAI
SAN,Idexx Veterinary Services Inc,West Sacramento,CA,95605-1600,United States,9/15/2017,Bioresearch Monitoring,CDER,NAI
BLT,AstraZeneca Pharmaceuticals LP,Gaithersburg,MD,20878-2204,United States,9/20/2017,Bioresearch Monitoring,CDER,NAI
LOS,"Pharmaron (San Diego) Lab Services,  LLC",Carlsbad,CA,92010-6608,United States,9/22/2017,Bioresearch Monitoring,CDER,NAI
NWE,Pfizer Inc. Groton Laboratories,Groton,CT,06340,United States,9/22/2017,Bioresearch Monitoring,CDER,VAI
OII,"Wuxi Apptec Suzhou Co.,Ltd",Suzhou,,,China,9/22/2017,Bioresearch Monitoring,CDER,VAI
PHI,"Janssen Biotech, Inc.",Malvern,PA,19355-1307,United States,9/22/2017,Bioresearch Monitoring,CDER,NAI
NWJ,"Labcorp Early Development Laboratories, Inc.",Somerset,NJ,08873-7378,United States,9/27/2017,Bioresearch Monitoring,CDER,VAI
DET,Pfizer Animal Health,Kalamazoo,MI,49001,United States,9/29/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
NWE,"Smithers ERS, LLC",Wareham,MA,02571-1037,United States,9/29/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
NWJ,Bristol-Myers Squibb Company,New Brunswick,NJ,08901-1588,United States,10/13/2017,Bioresearch Monitoring,CDER,NAI
PHI,"Eurofins Lancaster Laboratories, Inc",Lancaster,PA,17601-5946,United States,10/19/2017,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
SAN,Pacific BioLabs,Hercules,CA,94547-1830,United States,10/27/2017,Bioresearch Monitoring,CDER,NAI
MIN,Namsa,Minneapolis,MN,55443-1911,United States,11/17/2017,Project Evaluation: Devices,CDRH,OAI
DAL,Texas Biomedical Research Institute,San Antonio,TX,78227-5302,United States,11/29/2017,Bioresearch Monitoring,CDER,NAI
MIN,"Surpass, Inc.",Osceola,WI,54020-8104,United States,12/7/2017,Project Evaluation: Devices,CDRH,VAI
SAN,Labcorp- PMD,San Carlos,CA,94070-5320,United States,1/11/2018,Project Evaluation: Devices,CDRH,NAI
KAN,Midwest Veterinary Services,Oakland,NE,68045-5544,United States,1/12/2018,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
DEN,"Ibex Preclinical Research, Inc.",Logan,UT,84321-2201,United States,1/25/2018,Project Evaluation: Devices,CDRH,NAI
PHI,University of Pennsylvania School of Veterinary Medicine (Penn Vet),Kennett Square,PA,19348-1692,United States,1/26/2018,Project Evaluation: Devices,CDRH,VAI
OII,Aurigene Pharmaceutical Services Ltd,Hyderabad,,,India,2/9/2018,Bioresearch Monitoring,CDER,VAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,2/15/2018,Bioresearch Monitoring,CDER,NAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,2/21/2018,Bioresearch Monitoring,CDER,VAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,2/21/2018,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,VAI
SAN,Pacific BioLabs,Hercules,CA,94547-1830,United States,2/22/2018,Project Evaluation: Devices,CDRH,NAI
OII,Citoxlab North America Inc,Laval,,,Canada,3/2/2018,Bioresearch Monitoring,CDER,NAI
CHI,"Charles River Laboratories, Inc- IL",Chicago,IL,60612-4670,United States,3/8/2018,Bioresearch Monitoring,CDER,VAI
CIN,"Frontage Laboratories, Inc.",Concord Township,OH,44077-9041,United States,3/8/2018,Bioresearch Monitoring,CDER,NAI
SAN,"BioAssist, Inc.",Dixon,CA,95620-9722,United States,3/20/2018,Project Evaluation: Devices,CDRH,NAI
MIN,"Geneva Laboratories, Inc",Elkhorn,WI,53121-2027,United States,4/5/2018,Project Evaluation: Devices,CDRH,VAI
MIN,American Preclinical Services,Minneapolis,MN,55433-6043,United States,4/13/2018,Project Evaluation: Devices,CDRH,OAI
ATL,T3 LABS,Atlanta,GA,30313-2439,United States,5/3/2018,Project Evaluation: Devices,CDRH,NAI
OII,Yunnan Institute of Medicine,Kunming,,,China,5/14/2018,Bioresearch Monitoring,CDER,VAI
OII,National Shanghai Center for New Drug Safety Evaluation Ctr,Shanghai,,,China,5/22/2018,Bioresearch Monitoring,CDER,VAI
SAN,"Charles River Laboratories, Inc.",Reno,NV,89511-1227,United States,6/15/2018,Bioresearch Monitoring,CDER,VAI
SAN,VDx Veterinary Diagnostics,Davis,CA,95616-4521,United States,6/27/2018,Project Evaluation: Devices,CDRH,NAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,6/28/2018,Bioresearch Monitoring,CDER,VAI
NWE,"Boehringer Ingelheim Pharmaceuticals, Inc.",Ridgefield,CT,06877-1058,United States,7/3/2018,Bioresearch Monitoring,CDER,VAI
KAN,"Sinclair Research Center, LLC",Auxvasse,MO,65231-1012,United States,7/6/2018,Food and Color Additives Petition Review,CFSAN,NAI
OII,Safety Evaluation Center of Shenyang Research Institute of Chemical Industry,Shenyang,,,China,7/6/2018,Food and Color Additives Petition Review,CFSAN,NAI
PHI,"Calvert Laboratories, Inc.",Scott Township,PA,18447-9600,United States,7/25/2018,Bioresearch Monitoring,CDER,NAI
DEN,"W. L. Gore & Associates, Inc.",Flagstaff,AZ,86005-8713,United States,7/26/2018,Project Evaluation: Devices,CDRH,VAI
CIN,"Charles River Laboratories Ashland, LLC",Ashland,OH,44805-8946,United States,8/3/2018,Bioresearch Monitoring,CDER,NAI
DET,"Inotiv, Inc",Mount Vernon,IN,47620-9627,United States,8/3/2018,Bioresearch Monitoring,CDER,VAI
CIN,Charles River Laboratories Inc,Spencerville,OH,45887-1064,United States,8/10/2018,Bioresearch Monitoring,CDER,NAI
KAN,"Eurofins BioPharma Product Testing Columbia, Inc.",Columbia,MO,65201-8949,United States,8/15/2018,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,"North American Science Associates, LLC",Northwood,OH,43619-1012,United States,8/16/2018,Food and Color Additives Petition Review,CFSAN,NAI
MIN,"Labcorp Early Development Laboratories, Inc.",Madison,WI,53704-2523,United States,8/17/2018,Bioresearch Monitoring,CDER,VAI
DAL,Stillmeadow Incorporated,Sugar Land,TX,77478-2521,United States,8/23/2018,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,Charles River Laboratories Inc.,Frederick,MD,21701-3019,United States,8/29/2018,Bioresearch Monitoring,CDER,NAI
NYK,"ICON Laboratory Services, Inc.",Whitesboro,NY,13492-3400,United States,8/30/2018,Bioresearch Monitoring,CDER,NAI
NWJ,Bristol-Myers Squibb Company,Princeton,NJ,08540-4715,United States,9/7/2018,Bioresearch Monitoring,CDER,NAI
CHI,"Charles River Laboratories, LLC",Skokie,IL,60077-5316,United States,9/14/2018,Bioresearch Monitoring,CDER,NAI
BLT,U.S. Army Medical Research Institute of Infectious Diseases,Fort Detrick,MD,21702-5011,United States,9/18/2018,Bioresearch Monitoring,CDER,NAI
BLT,"PPD Development, L.P.",Richmond,VA,23230-3323,United States,9/21/2018,Bioresearch Monitoring,CDER,NAI
DEN,Aliri USA Inc.,Colorado Springs,CO,80907-3549,United States,9/21/2018,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
LOS,Best American Toxicology Testing Services,Chatsworth,CA,91311-5857,United States,9/21/2018,Bioresearch Monitoring,CDER,VAI
CHI,Baxter Healthcare Corporation,Round Lake,IL,60073-9799,United States,9/26/2018,Project Evaluation: Devices,CDRH,NAI
NYK,Cardiovascular Research Foundation,Orangeburg,NY,10962-2614,United States,10/4/2018,Project Evaluation: Devices,CDRH,NAI
CHI,"Experimur, A Frontage Company",Chicago,IL,60609-2514,United States,10/26/2018,Bioresearch Monitoring,CDER,VAI
OII,Vimta Labs Limited,Hyderabad,,,India,10/26/2018,Bioresearch Monitoring,CDER,VAI
NYK,Memorial Sloan Kettering Cancer Center,New York,NY,10065,United States,11/9/2018,Bioresearch Monitoring,CDER,VAI
SAN,"BioMarin Pharmaceutical, Inc.",Novato,CA,94949-5706,United States,11/9/2018,Bioresearch Monitoring,CDER,NAI
BLT,"Experimental Pathology Laboratories, Inc.",Sterling,VA,20166-4302,United States,11/13/2018,Bioresearch Monitoring,CDER,NAI
OII,CMIC Bioresearch Center,Hokuto,,,Japan,12/14/2018,Food and Color Additives Petition Review,CFSAN,NAI
BLT,Sigmovir Biosystems Inc,Rockville,MD,20850-6330,United States,12/17/2018,Vaccines and Allergenic Products,CBER,NAI
NWE,"Biomedical Research Models, Inc. d/b/a Biomere",Worcester,MA,01608-1114,United States,1/4/2019,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
BLT,U.S. Army Medical Research Institute of Infectious Diseases,Fort Detrick,MD,21702-5011,United States,1/11/2019,Bioresearch Monitoring,CDER,NAI
CHI,AbbVie Inc.,North Chicago,IL,60064-1802,United States,1/11/2019,Bioresearch Monitoring,CDER,NAI
NWE,Labcorp Bedford LLC.,Bedford,MA,01730-2314,United States,1/24/2019,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
NYK,"MBR Waverly, LLC",Waverly,NY,14892-9513,United States,2/1/2019,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
CIN,Battelle Memorial Institute,Columbus,OH,43201-2696,United States,2/15/2019,Bioresearch Monitoring,CDER,NAI
DET,Charles River Laboratories,Mattawan,MI,49071-8353,United States,3/8/2019,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
OII,"Wuxi Apptec Suzhou Co.,Ltd",Suzhou,,,China,3/8/2019,Bioresearch Monitoring,CDER,VAI
OII,JOINN Laboratories (Suzhou),Taicang,,,China,3/15/2019,Bioresearch Monitoring,CDER,VAI
NOL,"East Tennessee Clinical Research, Inc",Rockwood,TN,37854-5277,United States,3/21/2019,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,OAI
BLT,"BASi Gaithersburg, LLC ",Gaithersburg,MD,20878-1759,United States,3/22/2019,Vaccines and Allergenic Products,CBER,NAI
PHI,Charles River Laboratories Inc.,Horsham,PA,19044-1241,United States,4/3/2019,"Human Cellular, Tissue, and Gene Therapies",CBER,NAI
SAN,"BioSurg, Inc.",Winters,CA,95694-9079,United States,4/19/2019,Project Evaluation: Devices,CDRH,VAI
PHI,Merck Sharp & Dohme LLC,West Point,PA,19486,United States,4/30/2019,Bioresearch Monitoring,CDER,VAI
OII,Level Biotechnology Inc.,New Taipei City,,,Taiwan,5/17/2019,Bioresearch Monitoring,CDER,VAI
SAN,"Comparative Biosciences, Inc",Sunnyvale,CA,94085-3844,United States,5/17/2019,Bioresearch Monitoring,CDER,VAI
NWE,"CBSET, Inc.",Lexington,MA,02421-2301,United States,5/23/2019,Project Evaluation: Devices,CDRH,VAI
OII,Pharmaron,Beijing,,,China,5/24/2019,Bioresearch Monitoring,CDER,VAI
OII,Novocure Ltd,Haifa,,,Israel,6/13/2019,Project Evaluation: Devices,CDRH,NAI
BLT,"CoolTech, LLC",Baltimore,MD,21230-4558,United States,6/14/2019,Project Evaluation: Devices,CDRH,OAI
BLT,Johns Hopkins University Laboratory,Baltimore,MD,21205-1832,United States,6/14/2019,Project Evaluation: Devices,CDRH,VAI
OII,"AccelLAB, Inc.",Boisbriand,,,Canada,6/20/2019,Project Evaluation: Devices,CDRH,NAI
LOS,"Samm Solutions, Inc (dba) BTS Research",San Diego,CA,92121-3932,United States,6/21/2019,"Human Cellular, Tissue, and Gene Therapies",CBER,VAI
SAN,Steiner Biotechnology LLC,Henderson,NV,89011-3161,United States,6/28/2019,Project Evaluation: Devices,CDRH,OAI
BLT,Thomas D Morris Inc,Reisterstown,MD,21136-3827,United States,7/9/2019,Project Evaluation: Devices,CDRH,NAI
SAN,HMS Veterinary Development Inc,Tulare,CA,93274-9730,United States,7/26/2019,Pre-Approval Eval. of Animal Drugs and Food Additives,CVM,NAI
BLT,Bioreliance Corporation,Rockville,MD,20850-3304,United States,8/8/2019,Bioresearch Monitoring,CDER,VAI
CIN,StageBio,Mason,OH,45040-9412,United States,8/12/2019,Bioresearch Monitoring,CDER,NAI
PHI,"University Of Pennsylvania , Gene Therapy Program",Philadelphia,PA,19104-3413,United States,8/28/2019,Bioresearch Monitoring,CDER,NAI
LOS,"Edwards Lifesciences, LLC",Irvine,CA,92614-5688,United States,8/29/2019,Project Evaluation: Devices,CDRH,NAI
